0.119,-0.074
0.224,-0.216
0.292,-0.355
0.347,-0.501
0.396,-0.655
0.440,-0.808
0.481,-0.970
0.519,-1.134
0.556,-1.302
0.591,-1.476
0.625,-1.659
0.658,-1.847
